signal_idx,entry_idx,exit_idx,direction,entry,exit,pnl
13142,13143,13147,1,5186.845,5190.195,3.3499999999994543
13257,13258,13262,1,5194.005,5194.555,0.5500000000001819
13275,13276,13280,1,5214.828,5220.425,5.596999999999753
13287,13288,13292,-1,5214.465,5208.235,6.230000000000473
13302,13303,13307,-1,5202.505,5208.695,-6.1899999999996
13324,13325,13329,-1,5189.055,5192.505,-3.449999999999818
13333,13334,13338,1,5210.285,5212.115,1.8299999999999272
13521,13522,13526,1,5228.285,5232.848,4.563000000000102
13559,13560,13564,-1,5220.025,5223.238,-3.2130000000006476
13571,13572,13576,-1,5215.515,5172.585,42.93000000000029
13578,13579,13583,1,5186.275,5197.645,11.3700000000008
13874,13875,13879,1,5202.475,5210.495,8.019999999999527
13919,13920,13924,1,5220.385,5213.925,-6.460000000000036
14186,14187,14191,-1,5193.865,5201.395,-7.530000000000655
14498,14499,14503,-1,5177.575,5184.515,-6.940000000000509
14534,14535,14539,-1,5183.978,5182.565,1.4130000000004657
14560,14561,14565,-1,5184.755,5185.235,-0.47999999999956344
14611,14612,14616,-1,5177.395,5180.715,-3.319999999999709
14624,14625,14629,1,5176.145,5177.575,1.4299999999993815
14635,14636,14640,-1,5167.265,5176.115,-8.849999999999454
14687,14688,14692,-1,5149.528,5171.265,-21.73700000000008
14697,14698,14702,1,5184.625,5184.065,-0.5600000000004002
15172,15173,15177,-1,5136.625,5142.298,-5.6729999999997744
15178,15179,15183,1,5146.798,5148.268,1.4700000000002547
15296,15297,15301,1,5160.915,5155.355,-5.5600000000004
15561,15562,15566,-1,5137.885,5144.355,-6.469999999999345
15637,15638,15642,1,5168.055,5168.735,0.6799999999993815
15697,15698,15702,1,5173.138,5180.035,6.8969999999999345
15716,15717,15721,1,5185.035,5183.995,-1.0399999999999636
15961,15962,15966,-1,5171.435,5167.565,3.8700000000008004
15967,15968,15972,1,5170.965,5168.925,-2.0399999999999636
16019,16020,16024,-1,5181.645,5181.435,0.21000000000003638
16031,16032,16036,-1,5176.585,5170.795,5.789999999999964
16038,16039,16043,-1,5165.305,5169.665,-4.359999999999673
16046,16047,16051,-1,5167.105,5165.095,2.009999999999309
16052,16053,16057,-1,5160.005,5158.615,1.3900000000003274
16204,16205,16209,-1,5122.765,5126.065,-3.2999999999992724
16616,16617,16621,1,5102.935,5101.725,-1.2100000000000364
16676,16677,16681,1,5119.095,5120.095,1.0
16948,16949,16953,1,5110.235,5106.455,-3.7799999999997453
16959,16960,16964,-1,5102.558,5101.605,0.9530000000004293
16969,16970,16974,-1,5098.645,5105.145,-6.5
16975,16976,16980,-1,5102.808,5105.885,-3.0770000000002256
17333,17334,17338,1,5103.055,5114.275,11.219999999999345
17339,17340,17344,1,5116.845,5110.535,-6.3100000000004
17367,17368,17372,-1,5112.725,5114.795,-2.069999999999709
17381,17382,17386,1,5116.745,5120.535,3.7899999999999636
17433,17434,17438,1,5103.975,5103.535,-0.4400000000005093
17511,17512,17516,-1,5047.835,5045.725,2.1099999999996726
17563,17564,17568,1,5055.725,5043.855,-11.8700000000008
17802,17803,17807,-1,5019.705,5012.085,7.619999999999891
17811,17812,17816,1,5020.815,5018.705,-2.1099999999996726
17937,17938,17942,-1,5019.108,5005.078,14.029999999999745
18068,18069,18073,-1,5004.645,4996.175,8.470000000000255
18326,18327,18331,-1,5006.935,5004.715,2.2200000000002547
18335,18336,18340,1,5011.875,5016.035,4.1599999999998545
18371,18372,18376,1,5031.165,5032.945,1.7799999999997453
18403,18404,18408,-1,5015.075,5006.045,9.029999999999745
18431,18432,18436,-1,5004.155,5007.375,-3.2200000000002547
18709,18710,18714,-1,5000.205,4996.985,3.2200000000002547
18717,18718,18722,1,4999.295,5003.045,3.75
18744,18745,18749,1,5024.155,5020.895,-3.259999999999309
18808,18809,18813,-1,5019.685,5032.665,-12.979999999999563
18814,18815,18819,-1,5026.625,5032.285,-5.6599999999998545
18834,18835,18839,1,5029.485,5029.875,0.3900000000003274
19045,19046,19050,-1,4995.815,4989.745,6.069999999999709
19194,19195,19199,-1,5012.328,5009.695,2.6330000000007203
19401,19402,19406,-1,5002.185,5003.715,-1.5299999999997453
19430,19431,19435,1,5004.185,5002.685,-1.5
19439,19440,19444,-1,4996.295,5007.135,-10.840000000000146
19462,19463,19467,1,5010.955,5014.225,3.2700000000004366
19486,19487,19491,1,5024.695,5024.885,0.19000000000050932
19660,19661,19665,1,5039.545,5038.718,-0.8270000000002256
19694,19695,19699,-1,5037.738,5035.868,1.8699999999998909
19706,19707,19711,1,5037.395,5035.315,-2.0800000000008367
19759,19760,19764,-1,5008.425,5010.965,-2.5399999999999636
19878,19879,19883,-1,5024.735,5021.115,3.619999999999891
19979,19980,19984,-1,5009.235,5001.865,7.369999999999891
20019,20020,20024,1,4995.705,4998.975,3.2700000000004366
20111,20112,20116,1,5010.885,5015.515,4.630000000000109
20157,20158,20162,1,5014.935,5015.025,0.08999999999923602
20188,20189,20193,1,5025.835,5018.685,-7.149999999999636
20194,20195,20199,1,5022.105,5029.345,7.240000000000691
20208,20209,20213,-1,5011.975,5015.885,-3.9099999999998545
20218,20219,20223,-1,5010.395,5013.575,-3.1799999999993815
20235,20236,20240,-1,5012.318,5009.355,2.9630000000006476
20312,20313,20317,-1,4983.785,4976.315,7.470000000000255
20696,20697,20701,1,5001.055,5001.798,0.7429999999994834
20816,20817,20821,-1,4999.835,5009.038,-9.20299999999952
20823,20824,20828,1,5012.035,5011.385,-0.6499999999996362
21087,21088,21092,-1,4989.125,4994.965,-5.8400000000001455
21093,21094,21098,1,4999.675,4999.235,-0.4400000000005093
21104,21105,21109,-1,4999.215,5000.835,-1.6199999999998909
21233,21234,21238,1,4994.329,4993.419,-0.9099999999998545
21239,21240,21244,1,4995.819,4987.819,-8.0
21245,21246,21250,1,4991.109,4992.119,1.0099999999993088
21251,21252,21256,1,4994.289,4986.899,-7.389999999999418
21257,21258,21262,-1,4983.299,4987.619,-4.319999999999709
21536,21537,21541,-1,4861.215,4863.135,-1.9200000000000728
21800,21801,21805,1,4896.615,4890.865,-5.75
21841,21842,21846,-1,4881.675,4881.375,0.3000000000001819
21851,21852,21856,-1,4879.455,4884.825,-5.369999999999891
21869,21870,21874,-1,4874.175,4877.665,-3.4899999999997817
22201,22202,22206,-1,4837.195,4839.115,-1.9200000000000728
22444,22445,22449,-1,4850.955,4850.275,0.680000000000291
22466,22467,22471,-1,4841.765,4841.105,0.660000000000764
22474,22475,22479,-1,4835.798,4834.345,1.4529999999995198
22496,22497,22501,1,4832.855,4838.405,5.550000000000182
22533,22534,22538,-1,4795.775,4780.325,15.449999999999818
22657,22658,22662,1,4702.219,4701.065,-1.154000000000451
22670,22671,22675,-1,4706.778,4708.985,-2.206999999999425
22859,22860,22864,-1,4627.145,4632.925,-5.779999999999745
22866,22867,22871,-1,4621.655,4613.665,7.989999999999782
22880,22881,22885,-1,4604.865,4606.275,-1.4099999999998545
22899,22900,22904,-1,4575.615,4536.295,39.31999999999971
22905,22906,22910,1,4557.265,4573.375,16.109999999999673
22915,22916,22920,-1,4573.915,4549.875,24.039999999999964
23280,23281,23285,1,4634.945,4649.615,14.670000000000073
23454,23455,23459,-1,4639.058,4641.458,-2.399999999999636
23576,23577,23581,1,4663.065,4670.505,7.440000000000509
23585,23586,23590,-1,4666.315,4651.635,14.679999999999382
23846,23847,23851,-1,4711.995,4705.735,6.260000000000218
23859,23860,23864,-1,4705.885,4699.555,6.329999999999927
23873,23874,23878,-1,4689.475,4695.408,-5.932999999999993
24041,24042,24046,-1,4693.255,4697.645,-4.390000000000327
24117,24118,24122,-1,4655.155,4667.015,-11.860000000000582
24171,24172,24176,-1,4643.335,4641.155,2.180000000000291
24178,24179,24183,1,4652.785,4657.565,4.779999999999745
24246,24247,24251,1,4693.065,4686.465,-6.599999999999454
24275,24276,24280,-1,4665.195,4670.165,-4.970000000000255
24296,24297,24301,-1,4672.405,4667.635,4.769999999999527
24302,24303,24307,-1,4659.575,4664.205,-4.630000000000109
24329,24330,24334,-1,4642.485,4652.095,-9.610000000000582
24667,24668,24672,-1,4493.185,4501.438,-8.252999999999702
24899,24900,24904,-1,4435.585,4445.825,-10.239999999999782
24911,24912,24916,-1,4415.158,4420.605,-5.446999999999207
24931,24932,24936,-1,4366.945,4352.895,14.049999999999272
24960,24961,24965,1,4375.845,4400.695,24.849999999999454
25188,25189,25193,-1,4354.498,4361.495,-6.997000000000298
25226,25227,25231,-1,4331.125,4334.025,-2.899999999999636
25248,25249,25253,-1,4306.568,4319.665,-13.096999999999753
25546,25547,25551,1,4277.705,4260.815,-16.890000000000327
25562,25563,25567,1,4376.945,4426.888,49.94300000000021
25570,25571,25575,1,4455.905,4394.515,-61.38999999999942
25576,25577,25581,-1,4367.598,4388.708,-21.109999999999673
25585,25586,25590,1,4398.428,4420.898,22.470000000000255
25862,25863,25867,1,4369.655,4381.855,12.199999999999818
26302,26303,26307,-1,4384.265,4375.365,8.900000000000546
26593,26594,26598,1,4345.705,4342.638,-3.0670000000000073
26605,26606,26610,-1,4325.055,4342.665,-17.609999999999673
26615,26616,26620,1,4357.803,4354.605,-3.19800000000032
26660,26661,26665,1,4393.188,4387.455,-5.733000000000175
26932,26933,26937,1,4439.755,4403.605,-36.150000000000546
26938,26939,26943,1,4414.065,4411.695,-2.369999999999891
27105,27106,27110,1,4376.785,4377.368,0.5830000000005384
27499,27500,27504,-1,4460.695,4455.505,5.1899999999996
27512,27513,27517,-1,4462.805,4462.355,0.4500000000007276
27562,27563,27567,-1,4463.455,4462.695,0.7600000000002183
27608,27609,27613,1,4497.715,4499.028,1.3130000000001019
27631,27632,27636,1,4545.875,4539.205,-6.670000000000073
27642,27643,27647,-1,4540.968,4545.848,-4.880000000000109
27878,27879,27883,1,4572.228,4571.425,-0.8029999999998836
28026,28027,28031,-1,4534.095,4548.948,-14.853000000000065
28359,28360,28364,-1,4573.705,4575.195,-1.4899999999997817
28388,28389,28393,-1,4565.405,4564.418,0.98700000000008
28432,28433,28437,1,4548.925,4563.905,14.979999999999563
28734,28735,28739,-1,4552.925,4557.595,-4.670000000000073
28801,28802,28806,-1,4503.555,4508.845,-5.289999999999964
28981,28982,28986,-1,4506.658,4508.615,-1.9569999999994252
29338,29339,29343,-1,4514.105,4511.075,3.0299999999997453
29365,29366,29370,1,4491.075,4493.855,2.7799999999997453
29376,29377,29381,-1,4482.875,4472.925,9.949999999999818
29383,29384,29388,-1,4467.495,4452.765,14.729999999999563
29391,29392,29396,-1,4439.055,4441.745,-2.6899999999996
29398,29399,29403,-1,4425.315,4427.435,-2.1200000000008004
29408,29409,29413,1,4422.575,4431.235,8.659999999999854
29525,29526,29530,-1,4444.965,4437.995,6.970000000000255
29536,29537,29541,-1,4431.605,4427.995,3.6099999999996726
29555,29556,29560,-1,4413.365,4426.105,-12.739999999999782
29602,29603,29607,-1,4420.395,4422.195,-1.7999999999992724
30008,30009,30013,-1,4424.595,4400.365,24.230000000000473
30247,30248,30252,-1,4388.845,4396.225,-7.380000000000109
30253,30254,30258,1,4409.525,4400.135,-9.389999999999418
30472,30473,30477,1,4386.875,4391.905,5.029999999999745
30533,30534,30538,1,4429.275,4427.145,-2.1299999999991996
30621,30622,30626,1,4434.965,4433.715,-1.25
30743,30744,30748,1,4450.835,4465.405,14.569999999999709
30786,30787,30791,1,4470.455,4464.935,-5.519999999999527
30926,30927,30931,-1,4430.815,4433.325,-2.5100000000002183
30952,30953,30957,1,4427.945,4428.705,0.7600000000002183
31152,31153,31157,-1,4418.725,4425.855,-7.1299999999992
31193,31194,31198,-1,4434.498,4431.955,2.5429999999996653
31215,31216,31220,-1,4428.978,4421.995,6.983000000000175
31283,31284,31288,1,4457.815,4457.008,-0.806999999999789
31677,31678,31682,-1,4502.548,4487.185,15.362999999999374
31732,31733,31737,1,4491.198,4476.698,-14.5
31767,31768,31772,-1,4449.758,4452.365,-2.606999999999971
31792,31793,31797,-1,4434.928,4436.705,-1.7770000000000437
31852,31853,31857,1,4442.975,4445.825,2.8499999999994543
32152,32153,32157,-1,4518.815,4524.025,-5.210000000000036
32470,32471,32475,1,4543.755,4542.705,-1.050000000000182
32479,32480,32484,-1,4536.845,4543.115,-6.269999999999527
32572,32573,32577,1,4577.845,4567.415,-10.430000000000291
32606,32607,32611,-1,4557.698,4559.765,-2.0670000000000073
32613,32614,32618,-1,4548.865,4543.985,4.880000000000109
32620,32621,32625,-1,4536.995,4532.775,4.220000000000255
32654,32655,32659,1,4521.035,4520.135,-0.8999999999996362
33111,33112,33116,-1,4510.148,4501.668,8.480000000000473
33120,33121,33125,-1,4494.258,4497.975,-3.717000000000553
33188,33189,33193,-1,4502.485,4488.845,13.639999999999418
33503,33504,33508,1,4566.575,4576.545,9.970000000000255
33742,33743,33747,-1,4558.235,4554.385,3.8499999999994543
33751,33752,33756,-1,4550.865,4555.475,-4.610000000000582
33811,33812,33816,-1,4533.815,4540.925,-7.110000000000582
33846,33847,33851,1,4551.135,4566.245,15.109999999999673
33852,33853,33857,1,4571.855,4579.095,7.240000000000691
33902,33903,33907,-1,4581.355,4573.865,7.489999999999782
33984,33985,33989,-1,4567.925,4576.755,-8.829999999999927
34173,34174,34178,1,4647.725,4636.015,-11.710000000000036
34613,34614,34618,-1,4700.765,4690.625,10.140000000000327
34872,34873,34877,-1,4682.215,4682.885,-0.6700000000000728
34878,34879,34883,1,4688.405,4691.265,2.860000000000582
34898,34899,34903,-1,4696.878,4695.968,0.9099999999998545
34957,34958,34962,1,4716.525,4721.045,4.520000000000437
35229,35230,35234,1,4742.588,4739.988,-2.5999999999994543
35242,35243,35247,1,4749.225,4748.098,-1.1270000000004075
35251,35252,35256,1,4756.595,4760.075,3.4799999999995634
35293,35294,35298,-1,4731.285,4727.405,3.880000000000109
35301,35302,35306,1,4734.278,4744.325,10.04699999999957
35320,35321,35325,-1,4733.925,4732.095,1.8299999999999272
35742,35743,35747,-1,4760.678,4768.615,-7.936999999999898
35874,35875,35879,1,4777.998,4786.838,8.840000000000146
35880,35881,35885,1,4789.815,4791.785,1.9700000000002547
35915,35916,35920,-1,4781.538,4780.358,1.1799999999993815
35932,35933,35937,-1,4776.815,4785.535,-8.720000000000255
35990,35991,35995,-1,4772.525,4736.965,35.55999999999949
35996,35997,36001,-1,4726.725,4757.465,-30.73999999999978
36013,36014,36018,1,4723.435,4702.245,-21.19000000000051
36262,36263,36267,-1,4664.855,4644.995,19.859999999999673
36268,36269,36273,1,4648.995,4636.235,-12.760000000000218
36276,36277,36281,-1,4617.075,4596.575,20.5
36282,36283,36287,1,4603.165,4597.265,-5.899999999999636
36553,36554,36558,1,4613.155,4616.255,3.100000000000364
36572,36573,36577,1,4626.835,4622.985,-3.850000000000364
36632,36633,36637,-1,4595.745,4599.095,-3.350000000000364
36653,36654,36658,1,4603.645,4602.805,-0.8400000000001455
36708,36709,36713,-1,4605.665,4586.945,18.720000000000255
36714,36715,36719,1,4594.618,4599.745,5.126999999999498
36742,36743,36747,-1,4596.695,4593.115,3.5799999999999272
37094,37095,37099,-1,4672.538,4664.818,7.719999999999345
37665,37666,37670,-1,4659.625,4649.275,10.350000000000364
37719,37720,37724,1,4663.895,4660.205,-3.6900000000005093
37793,37794,37798,1,4692.985,4684.325,-8.659999999999854
37955,37956,37960,-1,4686.795,4691.625,-4.829999999999927
38049,38050,38054,-1,4668.415,4660.565,7.850000000000364
38096,38097,38101,-1,4662.435,4670.415,-7.979999999999563
38121,38122,38126,-1,4664.028,4668.495,-4.4669999999996435
38128,38129,38133,1,4673.465,4665.188,-8.277000000000044
38145,38146,38150,1,4680.388,4681.878,1.4899999999997817
38569,38570,38574,1,4657.205,4667.475,10.270000000000437
38689,38690,38694,-1,4651.345,4652.585,-1.2399999999997817
38704,38705,38709,1,4659.975,4656.715,-3.2600000000002183
38751,38752,38756,1,4657.295,4662.635,5.3400000000001455
38758,38759,38763,-1,4643.558,4640.505,3.0529999999998836
39171,39172,39176,1,4656.218,4651.195,-5.023000000000138
39189,39190,39194,1,4675.418,4684.878,9.460000000000036
39290,39291,39295,1,4674.395,4674.328,-0.06700000000000728
39427,39428,39432,1,4662.835,4663.625,0.7899999999999636
39465,39466,39470,-1,4653.805,4653.338,0.467000000000553
39500,39501,39505,-1,4650.755,4645.418,5.337000000000444
39506,39507,39511,1,4649.385,4640.518,-8.86700000000019
39529,39530,39534,-1,4637.375,4624.815,12.5600000000004
39746,39747,39751,1,4685.155,4674.935,-10.219999999999345
39792,39793,39797,-1,4679.245,4678.898,0.3469999999997526
40006,40007,40011,1,4817.835,4811.818,-6.016999999999825
40013,40014,40018,-1,4810.378,4814.068,-3.6900000000005093
40396,40397,40401,1,4814.535,4815.405,0.8699999999998909
40418,40419,40423,1,4831.295,4836.275,4.979999999999563
40425,40426,40430,-1,4829.285,4831.495,-2.2100000000000364
40489,40490,40494,-1,4816.525,4815.615,0.9099999999998545
40591,40592,40596,-1,4790.735,4795.405,-4.670000000000073
40808,40809,40813,-1,4792.845,4769.235,23.610000000000582
40886,40887,40891,-1,4781.295,4774.285,7.010000000000218
41329,41330,41334,1,4727.015,4727.365,0.3499999999994543
41341,41342,41346,-1,4711.528,4712.148,-0.6199999999998909
41511,41512,41516,-1,4705.385,4711.445,-6.059999999999491
41780,41781,41785,-1,4719.635,4718.165,1.4700000000002547
41799,41800,41804,-1,4712.235,4708.005,4.229999999999563
41806,41807,41811,1,4713.498,4718.188,4.690000000000509
41812,41813,41817,1,4721.308,4722.595,1.287000000000262
41822,41823,41827,-1,4718.498,4718.635,-0.13700000000062573
42154,42155,42159,1,4754.325,4756.135,1.8100000000004002
42199,42200,42204,1,4741.055,4743.065,2.009999999999309
42211,42212,42216,1,4746.395,4738.748,-7.647000000000844
42229,42230,42234,-1,4741.675,4746.425,-4.75
42257,42258,42262,1,4755.888,4756.825,0.9369999999998981
42280,42281,42285,-1,4761.675,4765.785,-4.109999999999673
42531,42532,42536,-1,4790.015,4784.598,5.417000000000371
42709,42710,42714,1,4774.925,4767.475,-7.449999999999818
42769,42770,42774,-1,4759.265,4762.058,-2.7929999999996653
42829,42830,42834,-1,4756.745,4756.205,0.5399999999999636
42922,42923,42927,1,4767.325,4773.625,6.300000000000182
42939,42940,42944,-1,4761.595,4766.335,-4.739999999999782
43048,43049,43053,-1,4764.735,4764.995,-0.2600000000002183
43159,43160,43164,1,4761.515,4764.905,3.389999999999418
43167,43168,43172,-1,4765.478,4762.475,3.0029999999997017
43189,43190,43194,-1,4761.435,4759.175,2.2600000000002183
43238,43239,43243,-1,4743.685,4744.525,-0.839999999999236
43356,43357,43361,-1,4736.445,4732.635,3.8099999999994907
43388,43389,43393,1,4759.125,4752.745,-6.380000000000109
43533,43534,43538,1,4766.795,4763.105,-3.6900000000005093
43567,43568,43572,1,4770.235,4761.885,-8.349999999999454
43579,43580,43584,1,4776.025,4778.145,2.1200000000008004
43671,43672,43676,1,4778.005,4775.785,-2.2200000000002547
44054,44055,44059,-1,4743.558,4746.118,-2.5600000000004
44093,44094,44098,-1,4669.145,4665.818,3.3270000000002256
44099,44100,44104,1,4677.875,4676.025,-1.8500000000003638
44110,44111,44115,-1,4666.615,4646.175,20.4399999999996
44122,44123,44127,1,4654.145,4655.855,1.7099999999991269
44138,44139,44143,1,4658.528,4655.098,-3.430000000000291
44279,44280,44284,1,4717.155,4714.825,-2.3299999999999272
44540,44541,44545,-1,4719.335,4720.935,-1.6000000000003638
44630,44631,44635,1,4734.715,4734.495,-0.22000000000025466
44758,44759,44763,-1,4717.555,4718.995,-1.4399999999995998
44905,44906,44910,-1,4713.135,4709.325,3.8100000000004
44934,44935,44939,1,4712.145,4716.215,4.069999999999709
44990,44991,44995,1,4728.088,4728.345,0.2570000000005166
45000,45001,45005,1,4730.125,4733.085,2.9600000000000364
45038,45039,45043,1,4739.335,4726.118,-13.216999999999643
45202,45203,45207,1,4733.898,4733.425,-0.47299999999995634
45219,45220,45224,1,4742.345,4736.555,-5.789999999999964
45399,45400,45404,1,4744.535,4742.535,-2.0
45407,45408,45412,1,4742.088,4742.045,-0.042999999999665306
45469,45470,45474,1,4750.725,4748.435,-2.2899999999999636
45631,45632,45636,-1,4770.778,4769.008,1.7700000000004366
45900,45901,45905,-1,4764.898,4766.225,-1.3270000000002256
45922,45923,45927,-1,4761.385,4759.038,2.347000000000662
45930,45931,45935,1,4761.735,4762.265,0.5300000000006548
45949,45950,45954,1,4765.385,4765.565,0.17999999999938154
45994,45995,45999,1,4772.075,4774.605,2.5299999999997453
46224,46225,46229,-1,4776.355,4766.535,9.819999999999709
46230,46231,46235,-1,4758.435,4768.475,-10.039999999999964
46306,46307,46311,1,4775.048,4776.185,1.1370000000006257
46369,46370,46374,1,4774.465,4776.775,2.3099999999994907
46402,46403,46407,1,4789.078,4799.055,9.976999999999862
46408,46409,46413,-1,4788.878,4792.905,-4.027000000000044
46615,46616,46620,1,4826.818,4830.748,3.9299999999993815
46869,46870,46874,1,4839.885,4842.185,2.300000000000182
46915,46916,46920,1,4842.028,4838.525,-3.503000000000611
47030,47031,47035,-1,4833.085,4834.995,-1.9099999999998545
47039,47040,47044,1,4843.635,4851.085,7.449999999999818
47045,47046,47050,1,4868.085,4847.835,-20.25
47304,47305,47309,-1,4823.765,4819.155,4.610000000000582
47312,47313,47317,-1,4813.585,4818.885,-5.300000000000182
47391,47392,47396,1,4811.145,4808.885,-2.2600000000002183
47474,47475,47479,1,4813.358,4811.215,-2.143000000000029
47517,47518,47522,-1,4806.755,4805.565,1.1900000000005093
47780,47781,47785,-1,4816.955,4818.345,-1.3900000000003274
47787,47788,47792,1,4824.585,4818.765,-5.819999999999709
47881,47882,47886,1,4810.665,4805.275,-5.390000000000327
48159,48160,48164,1,4800.285,4797.125,-3.1599999999998545
48229,48230,48234,1,4797.415,4798.355,0.9399999999995998
48349,48350,48354,1,4829.625,4830.625,1.0
48389,48390,48394,1,4835.235,4831.425,-3.8099999999994907
48446,48447,48451,-1,4815.135,4817.475,-2.3400000000001455
48679,48680,48684,-1,4831.498,4826.638,4.859999999999673
48950,48951,48955,-1,4810.985,4813.075,-2.0900000000001455
49065,49066,49070,1,4821.975,4821.795,-0.18000000000029104
49129,49130,49134,1,4818.925,4820.385,1.4600000000000364
49163,49164,49168,1,4821.505,4821.355,-0.1500000000005457
49181,49182,49186,-1,4795.095,4790.945,4.150000000000546
49187,49188,49192,1,4793.855,4794.645,0.7900000000008731
49196,49197,49201,1,4795.368,4803.165,7.796999999999571
49342,49343,49347,-1,4788.918,4795.375,-6.457000000000335
49398,49399,49403,-1,4784.855,4783.945,0.9099999999998545
49609,49610,49614,1,4794.105,4796.525,2.4200000000000728
49798,49799,49803,-1,4783.015,4778.595,4.420000000000073
49804,49805,49809,1,4782.895,4781.835,-1.0600000000004002
49817,49818,49822,-1,4768.485,4771.265,-2.780000000000655
49923,49924,49928,1,4795.675,4796.815,1.139999999999418
50051,50052,50056,1,4804.388,4803.398,-0.9899999999997817
50380,50381,50385,-1,4782.825,4784.405,-1.5799999999999272
50434,50435,50439,1,4804.315,4804.965,0.6500000000005457
50473,50474,50478,1,4812.025,4816.688,4.663000000000466
50481,50482,50486,-1,4815.538,4820.065,-4.527000000000044
50496,50497,50501,1,4831.575,4842.285,10.710000000000036
50503,50504,50508,1,4843.088,4846.195,3.106999999999971
50509,50510,50514,-1,4839.605,4841.485,-1.8800000000001091
50516,50517,50521,1,4856.375,4883.165,26.789999999999964
50536,50537,50541,-1,4851.825,4851.325,0.5
50773,50774,50778,-1,4853.915,4858.275,-4.359999999999673
50966,50967,50971,-1,4840.265,4838.448,1.8170000000000073
50984,50985,50989,-1,4831.298,4766.105,65.19300000000021
50993,50994,50998,-1,4773.775,4792.548,-18.77300000000014
51169,51170,51174,1,4777.835,4785.045,7.210000000000036
51439,51440,51444,1,4791.865,4792.705,0.8400000000001455
51447,51448,51452,-1,4793.265,4783.285,9.980000000000473
51454,51455,51459,1,4783.965,4784.985,1.019999999999527
51471,51472,51476,1,4792.485,4790.225,-2.259999999999309
51547,51548,51552,1,4803.325,4802.515,-0.8099999999994907
51712,51713,51717,-1,4791.105,4797.565,-6.460000000000036
51770,51771,51775,-1,4792.205,4791.615,0.5900000000001455
51780,51781,51785,-1,4788.305,4789.375,-1.069999999999709
51822,51823,51827,1,4807.305,4809.085,1.7799999999997453
51835,51836,51840,-1,4803.045,4811.275,-8.229999999999563
51849,51850,51854,1,4819.295,4811.655,-7.640000000000327
51918,51919,51923,1,4824.148,4821.605,-2.543000000000575
52158,52159,52163,1,4809.955,4804.975,-4.979999999999563
52249,52250,52254,1,4817.648,4818.548,0.8999999999996362
52308,52309,52313,1,4813.978,4814.925,0.9470000000001164
52370,52371,52375,1,4827.498,4829.245,1.7470000000002983
52514,52515,52519,-1,4821.175,4818.895,2.2799999999997453
52551,52552,52556,-1,4818.445,4818.055,0.3899999999994179
52819,52820,52824,1,4790.455,4793.265,2.8100000000004
52840,52841,52845,-1,4786.325,4785.255,1.069999999999709
52850,52851,52855,-1,4779.315,4781.605,-2.2899999999999636
52911,52912,52916,-1,4774.165,4778.018,-3.8530000000000655
52924,52925,52929,1,4786.758,4783.498,-3.2600000000002183
52980,52981,52985,-1,4775.458,4778.405,-2.9470000000001164
53228,53229,53233,-1,4783.445,4782.365,1.0799999999999272
53243,53244,53248,1,4786.935,4780.435,-6.5
53299,53300,53304,1,4777.425,4772.418,-5.007000000000517
53307,53308,53312,1,4779.025,4788.685,9.660000000000764
53375,53376,53380,-1,4731.705,4730.185,1.519999999999527
53936,53937,53941,-1,4736.005,4737.505,-1.5
54187,54188,54192,1,4766.398,4769.705,3.306999999999789
54229,54230,54234,-1,4763.005,4762.745,0.2600000000002183
54365,54366,54370,1,4758.515,4757.505,-1.0100000000002183
54471,54472,54476,-1,4750.715,4750.665,0.0500000000001819
54617,54618,54622,1,4757.958,4753.265,-4.6929999999993015
54624,54625,54629,-1,4747.605,4749.335,-1.730000000000473
54668,54669,54673,1,4743.175,4746.905,3.7299999999995634
54679,54680,54684,-1,4745.905,4745.645,0.2599999999993088
55249,55250,55254,-1,4723.555,4720.725,2.8299999999999272
55258,55259,55263,-1,4715.125,4699.205,15.920000000000073
55264,55265,55269,-1,4696.205,4726.535,-30.329999999999927
55275,55276,55280,1,4737.795,4743.635,5.8400000000001455
55399,55400,55404,-1,4709.885,4714.195,-4.309999999999491
55411,55412,55416,-1,4704.865,4703.895,0.9699999999993452
55579,55580,55584,-1,4697.125,4704.605,-7.479999999999563
55595,55596,55600,1,4708.195,4714.065,5.869999999999891
55961,55962,55966,1,4712.165,4716.605,4.4399999999996
55969,55970,55974,1,4725.495,4733.948,8.45300000000043
55977,55978,55982,-1,4730.595,4731.235,-0.6399999999994179
56029,56030,56034,-1,4734.115,4730.565,3.550000000000182
56089,56090,56094,-1,4719.345,4726.805,-7.460000000000036
56095,56096,56100,-1,4721.645,4721.505,0.14000000000032742
56194,56195,56199,-1,4723.015,4722.795,0.22000000000025466
56277,56278,56282,-1,4717.255,4713.855,3.4000000000005457
56311,56312,56316,-1,4680.505,4681.765,-1.2600000000002183
56603,56604,56608,1,4699.025,4696.535,-2.4899999999997817
56629,56630,56634,1,4698.665,4694.275,-4.390000000000327
56690,56691,56695,-1,4700.385,4699.675,0.7100000000000364
56700,56701,56705,1,4708.195,4709.475,1.2800000000006548
56916,56917,56921,1,4674.675,4673.865,-0.8100000000004002
56959,56960,56964,1,4679.225,4683.055,3.8299999999999272
57019,57020,57024,1,4674.735,4673.375,-1.3599999999996726
57034,57035,57039,-1,4670.895,4669.745,1.1500000000005457
57124,57125,57129,1,4690.325,4695.215,4.890000000000327
57289,57290,57294,1,4681.485,4687.645,6.160000000000764
