signal_idx,entry_idx,exit_idx,direction,entry,exit,pnl
9769,9770,9774,-1,5137.395,5136.715,0.680000000000291
9907,9908,9912,-1,5133.675,5134.985,-1.3099999999994907
10139,10140,10144,1,5117.105,5119.245,2.1400000000003274
10150,10151,10155,-1,5113.015,5112.825,0.19000000000050932
10286,10287,10291,-1,5087.098,5085.525,1.5730000000003201
10373,10374,10378,1,5065.785,5081.825,16.039999999999964
10379,10380,10384,-1,5080.485,5082.435,-1.9500000000007276
10408,10409,10413,1,5087.805,5089.105,1.2999999999992724
10433,10434,10438,-1,5085.918,5073.935,11.982999999999265
10549,10550,10554,1,5100.155,5124.395,24.24000000000069
10798,10799,10803,1,5162.295,5163.775,1.4799999999995634
10982,10983,10987,1,5155.725,5165.798,10.07299999999941
11040,11041,11045,1,5116.538,5113.978,-2.5599999999994907
11046,11047,11051,1,5112.958,5101.495,-11.462999999999738
11421,11422,11426,-1,5094.555,5095.215,-0.6599999999998545
11427,11428,11432,1,5095.975,5111.465,15.489999999999782
11657,11658,11662,1,5116.098,5118.148,2.050000000000182
11673,11674,11678,-1,5125.305,5114.265,11.039999999999964
11814,11815,11819,-1,5090.065,5097.615,-7.550000000000182
11826,11827,11831,-1,5097.675,5096.165,1.5100000000002183
11839,11840,11844,-1,5101.718,5105.415,-3.6970000000001164
11870,11871,11875,1,5095.415,5093.578,-1.8369999999995343
11877,11878,11882,1,5093.665,5096.505,2.8400000000001455
11910,11911,11915,1,5099.885,5099.785,-0.1000000000003638
11916,11917,11921,-1,5097.975,5075.805,22.170000000000073
12025,12026,12030,1,5097.515,5097.875,0.3599999999996726
12031,12032,12036,1,5098.805,5093.985,-4.8200000000006185
12146,12147,12151,1,5094.855,5093.485,-1.3699999999998909
12296,12297,12301,-1,5140.765,5139.525,1.2400000000006912
12537,12538,12542,1,5132.805,5150.035,17.229999999999563
12543,12544,12548,-1,5147.525,5146.975,0.5499999999992724
12563,12564,12568,1,5162.185,5152.755,-9.430000000000291
12627,12628,12632,1,5179.038,5179.585,0.5470000000004802
12795,12796,12800,-1,5169.985,5169.915,0.06999999999970896
12921,12922,12926,-1,5159.388,5169.255,-9.86700000000019
13017,13018,13022,1,5181.958,5185.825,3.867000000000189
13143,13144,13148,1,5187.045,5190.985,3.9399999999996
13204,13205,13209,1,5164.185,5169.215,5.029999999999745
13259,13260,13264,1,5198.045,5197.725,-0.31999999999970896
13276,13277,13281,1,5214.085,5221.485,7.399999999999636
13289,13290,13294,1,5218.445,5208.145,-10.299999999999272
13304,13305,13309,-1,5198.535,5203.955,-5.420000000000073
13323,13324,13328,-1,5200.615,5188.685,11.929999999999382
13572,13573,13577,-1,5213.605,5177.725,35.8799999999992
13579,13580,13584,1,5186.775,5199.095,12.320000000000618
13803,13804,13808,-1,5193.198,5193.185,0.012999999999919964
13882,13883,13887,-1,5212.695,5209.595,3.0999999999994543
13916,13917,13921,-1,5218.025,5218.925,-0.9000000000005457
13940,13941,13945,1,5214.575,5214.585,0.010000000000218279
13977,13978,13982,1,5207.745,5199.985,-7.760000000000218
14187,14188,14192,1,5194.335,5201.105,6.769999999999527
14259,14260,14264,-1,5195.075,5193.355,1.7200000000002547
14291,14292,14296,1,5198.975,5196.945,-2.030000000000655
14303,14304,14308,-1,5196.635,5193.095,3.5399999999999636
14317,14318,14322,1,5188.835,5191.775,2.9399999999996
14381,14382,14386,1,5182.715,5185.995,3.2799999999997453
14496,14497,14501,-1,5183.218,5180.845,2.3729999999995925
14559,14560,14564,1,5188.295,5186.975,-1.319999999999709
14566,14567,14571,-1,5183.345,5179.395,3.949999999999818
14574,14575,14579,1,5179.255,5185.055,5.800000000000182
14606,14607,14611,-1,5187.735,5177.395,10.339999999999236
14613,14614,14618,-1,5173.598,5178.505,-4.907000000000153
14619,14620,14624,-1,5178.025,5176.298,1.7269999999998618
14632,14633,14637,1,5171.99,5166.318,-5.671999999999571
14641,14642,14646,-1,5175.685,5179.918,-4.232999999999265
14715,14716,14720,1,5188.025,5188.655,0.6300000000001091
14783,14784,14788,1,5177.935,5169.445,-8.490000000000691
14849,14850,14854,1,5171.175,5174.898,3.7229999999999563
14978,14979,14983,-1,5177.538,5177.198,0.339999999999236
15158,15159,15163,1,5158.845,5162.845,4.0
15177,15178,15182,1,5142.298,5146.098,3.800000000000182
15185,15186,15190,1,5147.518,5151.785,4.266999999999825
15341,15342,15346,1,5170.695,5170.405,-0.2899999999999636
15539,15540,15544,1,5144.965,5145.695,0.7299999999995634
15638,15639,15643,1,5168.385,5167.695,-0.6900000000005093
15649,15650,15654,-1,5167.625,5165.535,2.0900000000001455
15866,15867,15871,1,5179.855,5180.625,0.7700000000004366
15886,15887,15891,1,5182.165,5181.295,-0.8699999999998909
15956,15957,15961,-1,5177.685,5171.415,6.270000000000437
15964,15965,15969,-1,5167.535,5171.178,-3.643000000000029
16016,16017,16021,-1,5182.235,5179.975,2.259999999999309
16032,16033,16037,-1,5175.205,5170.625,4.579999999999927
16039,16040,16044,1,5166.645,5171.555,4.9099999999998545
16049,16050,16054,1,5164.315,5164.575,0.2600000000002183
16074,16075,16079,1,5150.985,5161.205,10.220000000000255
16192,16193,16197,1,5130.855,5133.385,2.530000000000655
16201,16202,16206,1,5134.385,5124.918,-9.467000000000553
16379,16380,16384,1,5086.555,5091.855,5.299999999999272
16435,16436,16440,1,5084.725,5088.765,4.039999999999964
16562,16563,16567,1,5094.375,5092.995,-1.3800000000001091
16656,16657,16661,-1,5108.135,5107.795,0.3400000000001455
16688,16689,16693,-1,5118.245,5115.235,3.0100000000002183
16711,16712,16716,-1,5120.465,5116.885,3.5799999999999272
16722,16723,16727,1,5110.915,5112.878,1.962999999999738
16946,16947,16951,1,5106.945,5107.075,0.13000000000010914
16958,16959,16963,1,5106.375,5100.735,-5.640000000000327
16970,16971,16975,-1,5099.095,5102.605,-3.509999999999309
17338,17339,17343,-1,5114.255,5113.665,0.5900000000001455
17345,17346,17350,-1,5109.905,5108.255,1.6499999999996362
17370,17371,17375,-1,5114.125,5113.435,0.6899999999995998
17396,17397,17401,1,5117.595,5120.935,3.3400000000001455
17432,17433,17437,1,5099.145,5104.795,5.649999999999636
17514,17515,17519,-1,5043.275,5047.085,-3.8100000000004
17803,17804,17808,1,5016.855,5009.575,-7.279999999999745
17815,17816,17820,-1,5016.425,5020.065,-3.639999999999418
17936,17937,17941,-1,5024.635,5004.598,20.037000000000262
17944,17945,17949,-1,5008.838,5006.755,2.082999999999629
18332,18333,18337,-1,5005.345,5015.835,-10.489999999999782
18372,18373,18377,-1,5032.705,5031.895,0.8099999999994907
18379,18380,18384,1,5029.075,5027.338,-1.73700000000008
18406,18407,18411,1,5009.455,5009.995,0.5399999999999636
18452,18453,18457,-1,5001.925,4993.645,8.279999999999745
18679,18680,18684,-1,5016.495,5019.465,-2.9700000000002547
18710,18711,18715,1,4998.685,4996.845,-1.8400000000001455
18738,18739,18743,1,5018.418,5018.565,0.14699999999993452
18776,18777,18781,1,5018.605,5017.055,-1.5499999999992724
18792,18793,18797,1,5029.225,5024.348,-4.8770000000004075
18807,18808,18812,-1,5023.015,5032.795,-9.779999999999745
18813,18814,18818,1,5032.645,5027.635,-5.010000000000218
18833,18834,18838,-1,5024.475,5033.628,-9.152999999999338
18858,18859,18863,1,5025.325,5017.595,-7.729999999999563
19107,19108,19112,1,5007.065,5009.215,2.1500000000005457
19379,19380,19384,1,5007.265,5005.695,-1.5700000000006185
19385,19386,19390,1,5004.735,5006.465,1.730000000000473
19419,19420,19424,1,5000.205,4999.915,-0.2899999999999636
19425,19426,19430,-1,5000.125,5004.135,-4.010000000000218
19436,19437,19441,1,5002.495,5004.005,1.5100000000002183
19648,19649,19653,-1,5033.095,5034.065,-0.9699999999993452
19658,19659,19663,-1,5033.698,5038.838,-5.139999999999418
19664,19665,19669,1,5038.818,5038.145,-0.6729999999997744
19686,19687,19691,1,5033.875,5041.115,7.239999999999782
19707,19708,19712,-1,5037.445,5035.135,2.3099999999994907
19736,19737,19741,-1,5021.765,5016.325,5.440000000000509
19928,19929,19933,1,5017.175,5014.215,-2.9600000000000364
20016,20017,20021,1,4999.915,4999.895,-0.019999999999527063
20096,20097,20101,1,5002.005,5002.385,0.38000000000010914
20106,20107,20111,-1,5008.415,5010.725,-2.3100000000004
20117,20118,20122,-1,5015.305,5017.095,-1.7899999999999636
20130,20131,20135,1,5021.355,5017.195,-4.1599999999998545
20156,20157,20161,1,5011.475,5016.675,5.199999999999818
20192,20193,20197,-1,5019.395,5028.655,-9.259999999999309
20198,20199,20203,1,5029.345,5023.365,-5.980000000000473
20237,20238,20242,1,5012.668,5010.055,-2.6129999999993743
20388,20389,20393,-1,4999.078,5001.975,-2.8969999999999345
20550,20551,20555,1,4998.995,5000.445,1.449999999999818
20561,20562,20566,-1,5002.025,5000.795,1.2299999999995634
20569,20570,20574,-1,5000.855,4999.085,1.769999999999527
20703,20704,20708,1,4999.635,4998.995,-0.6400000000003274
20763,20764,20768,-1,5011.305,5010.315,0.9900000000006912
20817,20818,20822,-1,4998.665,5010.575,-11.909999999999854
20824,20825,20829,1,5011.565,5010.975,-0.589999999999236
20853,20854,20858,-1,5002.555,5003.875,-1.319999999999709
20868,20869,20873,1,4995.155,4998.765,3.610000000000582
20934,20935,20939,1,4991.005,4991.115,0.10999999999967258
20940,20941,20945,1,4989.415,4991.515,2.100000000000364
21032,21033,21037,1,4985.325,4982.355,-2.9700000000002547
21086,21087,21091,1,4991.915,4993.425,1.5100000000002183
21094,21095,21099,-1,4998.535,5000.225,-1.6900000000005093
21148,21149,21153,-1,5010.458,5013.445,-2.98700000000008
21234,21235,21239,1,4994.389,4995.819,1.430000000000291
21240,21241,21245,1,4993.969,4991.119,-2.850000000000364
21247,21248,21252,1,4991.839,4990.479,-1.3599999999996726
21253,21254,21258,-1,4991.219,4984.249,6.970000000000255
21261,21262,21266,1,4983.709,4988.399,4.690000000000509
21281,21282,21286,1,4981.529,4987.259,5.729999999999563
21454,21455,21459,-1,4948.835,4939.075,9.760000000000218
21486,21487,21491,1,4911.955,4906.818,-5.136999999999716
21496,21497,21501,1,4904.065,4901.455,-2.6099999999996726
21514,21515,21519,1,4883.735,4874.695,-9.039999999999964
21526,21527,21531,1,4872.835,4884.075,11.239999999999782
21568,21569,21573,1,4858.805,4859.875,1.069999999999709
21596,21597,21601,-1,4876.835,4892.315,-15.479999999999563
21610,21611,21615,-1,4880.625,4872.635,7.989999999999782
21853,21854,21858,-1,4886.425,4884.305,2.119999999999891
21896,21897,21901,1,4850.285,4854.265,3.980000000000473
21904,21905,21909,1,4854.945,4858.345,3.4000000000005457
22077,22078,22082,1,4829.428,4835.518,6.0900000000001455
22434,22435,22439,1,4849.315,4848.055,-1.2599999999993088
22442,22443,22447,-1,4851.685,4846.645,5.039999999999964
22468,22469,22473,1,4841.235,4838.605,-2.630000000000109
22477,22478,22482,1,4834.785,4832.275,-2.5100000000002183
22499,22500,22504,-1,4836.465,4831.535,4.930000000000291
22518,22519,22523,-1,4822.945,4823.155,-0.21000000000003638
22534,22535,22539,1,4796.725,4787.815,-8.910000000000764
22632,22633,22637,1,4726.895,4730.325,3.4299999999993815
22653,22654,22658,-1,4710.225,4690.935,19.289999999999964
22666,22667,22671,-1,4710.798,4705.598,5.199999999999818
22681,22682,22686,-1,4711.598,4697.035,14.563000000000102
22876,22877,22881,1,4617.835,4603.118,-14.716999999999643
22886,22887,22891,1,4607.115,4607.865,0.75
22926,22927,22931,-1,4531.245,4531.125,0.11999999999989086
22958,22959,22963,1,4562.655,4542.305,-20.349999999999454
23094,23095,23099,1,4598.485,4616.925,18.44000000000051
23120,23121,23125,-1,4608.755,4599.015,9.739999999999782
23283,23284,23288,-1,4650.815,4650.385,0.42999999999938154
23289,23290,23294,1,4650.215,4651.865,1.6499999999996362
23578,23579,23583,1,4657.845,4677.585,19.73999999999978
23584,23585,23589,1,4677.165,4655.055,-22.109999999999673
23590,23591,23595,-1,4651.525,4652.355,-0.8299999999999272
23622,23623,23627,-1,4693.765,4679.595,14.170000000000073
23848,23849,23853,1,4707.015,4707.095,0.07999999999992724
23918,23919,23923,1,4664.095,4670.555,6.460000000000036
24266,24267,24271,-1,4677.015,4671.475,5.539999999999964
24274,24275,24279,-1,4670.905,4664.785,6.119999999999891
24303,24304,24308,-1,4661.735,4656.825,4.9099999999998545
24324,24325,24329,-1,4660.495,4642.285,18.210000000000036
24503,24504,24508,1,4587.715,4576.215,-11.5
24510,24511,24515,1,4580.895,4589.538,8.64299999999912
24516,24517,24521,-1,4587.838,4577.765,10.07299999999941
24668,24669,24673,1,4497.155,4498.965,1.8100000000004002
24836,24837,24841,1,4498.125,4502.898,4.773000000000138
24843,24844,24848,1,4492.398,4490.045,-2.3530000000000655
24890,24891,24895,1,4458.135,4464.415,6.279999999999745
24912,24913,24917,1,4415.975,4431.335,15.359999999999673
24937,24938,24942,-1,4349.365,4359.955,-10.590000000000146
24950,24951,24955,1,4334.685,4353.515,18.829999999999927
24958,24959,24963,1,4357.515,4392.295,34.779999999999745
25189,25190,25194,1,4354.568,4361.785,7.2169999999996435
25249,25250,25254,-1,4306.158,4311.265,-5.106999999999971
25348,25349,25353,1,4146.065,4179.845,33.780000000000655
25550,25551,25555,-1,4262.375,4268.715,-6.3400000000001455
25564,25565,25569,1,4397.195,4433.248,36.052999999999884
25861,25862,25866,-1,4358.358,4374.665,-16.30699999999979
26216,26217,26221,1,4426.998,4429.978,2.980000000000473
26303,26304,26308,1,4377.115,4364.745,-12.36999999999989
26309,26310,26314,1,4371.425,4352.835,-18.590000000000146
26335,26336,26340,-1,4361.865,4355.965,5.899999999999636
26425,26426,26430,1,4352.075,4366.605,14.529999999999745
26597,26598,26602,-1,4341.028,4337.635,3.393000000000029
26606,26607,26611,1,4324.505,4336.425,11.920000000000073
26746,26747,26751,-1,4422.545,4418.825,3.7200000000002547
26806,26807,26811,-1,4401.585,4406.985,-5.399999999999636
26939,26940,26944,1,4408.885,4412.618,3.7330000000001746
26945,26946,26950,-1,4412.605,4415.895,-3.290000000000873
27003,27004,27008,1,4409.868,4419.498,9.6299999999992
27036,27037,27041,-1,4370.405,4375.805,-5.400000000000546
27069,27070,27074,1,4377.785,4372.725,-5.059999999999491
27109,27110,27114,-1,4377.748,4389.685,-11.937000000000808
27125,27126,27130,1,4388.758,4394.275,5.516999999999825
27132,27133,27137,-1,4398.618,4403.125,-4.506999999999607
27147,27148,27152,1,4415.425,4413.325,-2.100000000000364
27504,27505,27509,1,4455.455,4465.535,10.079999999999927
27629,27630,27634,-1,4527.858,4536.465,-8.606999999999971
27652,27653,27657,-1,4540.879,4547.715,-6.83600000000024
27669,27670,27674,-1,4539.238,4541.015,-1.7770000000000437
27712,27713,27717,-1,4562.565,4571.228,-8.663000000000466
27727,27728,27732,-1,4569.238,4577.415,-8.17699999999968
27734,27735,27739,1,4574.648,4574.648,0.0
27866,27867,27871,1,4572.988,4573.525,0.5369999999993524
27877,27878,27882,-1,4568.898,4568.775,0.12300000000050204
27984,27985,27989,1,4555.278,4558.005,2.7269999999998618
28009,28010,28014,1,4554.605,4547.755,-6.849999999999454
28034,28035,28039,1,4549.908,4548.725,-1.1829999999999927
28240,28241,28245,1,4539.645,4545.545,5.899999999999636
28360,28361,28365,-1,4574.915,4575.455,-0.5399999999999636
28389,28390,28394,-1,4563.275,4566.985,-3.7100000000000364
28462,28463,28467,-1,4569.165,4563.945,5.220000000000255
28637,28638,28642,1,4558.998,4555.025,-3.9729999999999563
28733,28734,28738,-1,4556.525,4557.725,-1.2000000000007276
28971,28972,28976,-1,4517.138,4503.878,13.260000000000218
28977,28978,28982,1,4502.078,4510.665,8.586999999999534
29024,29025,29029,1,4495.368,4496.295,0.9269999999996799
29052,29053,29057,-1,4527.025,4526.415,0.6099999999996726
29342,29343,29347,1,4509.975,4508.038,-1.9370000000008076
29362,29363,29367,1,4487.665,4489.145,1.480000000000473
29379,29380,29384,1,4474.465,4470.798,-3.667000000000371
29386,29387,29391,1,4462.175,4438.715,-23.460000000000036
29405,29406,29410,1,4424.285,4430.355,6.069999999999709
29526,29527,29531,1,4444.725,4445.095,0.36999999999989086
29532,29533,29537,1,4445.058,4434.405,-10.653000000000247
29603,29604,29608,1,4419.275,4421.605,2.3299999999999272
29676,29677,29681,1,4428.165,4440.855,12.6899999999996
29685,29686,29690,1,4440.025,4440.585,0.5600000000004002
29718,29719,29723,-1,4442.755,4444.798,-2.0429999999996653
29843,29844,29848,-1,4441.585,4437.655,3.930000000000291
29858,29859,29863,-1,4456.535,4456.005,0.5299999999997453
29878,29879,29883,-1,4445.525,4438.085,7.4399999999996
29890,29891,29895,1,4456.555,4466.595,10.039999999999964
29897,29898,29902,1,4458.095,4459.395,1.300000000000182
29932,29933,29937,-1,4465.218,4455.625,9.592999999999847
30004,30005,30009,1,4436.825,4427.188,-9.636999999999716
30025,30026,30030,-1,4386.958,4371.545,15.412999999999556
30108,30109,30113,-1,4381.838,4384.705,-2.867000000000189
30248,30249,30253,-1,4389.665,4409.485,-19.81999999999971
30435,30436,30440,1,4385.545,4388.775,3.2299999999995634
30748,30749,30753,1,4465.395,4469.245,3.8499999999994543
30754,30755,30759,1,4468.975,4465.745,-3.230000000000473
30894,30895,30899,1,4446.775,4445.725,-1.0499999999992724
30920,30921,30925,1,4433.345,4434.855,1.5099999999993088
30946,30947,30951,1,4431.965,4423.795,-8.170000000000073
30996,30997,31001,1,4432.368,4430.455,-1.9130000000004657
31017,31018,31022,-1,4426.898,4428.745,-1.8469999999997526
31167,31168,31172,1,4425.468,4433.345,7.8770000000004075
31178,31179,31183,1,4436.298,4444.418,8.11999999999989
31225,31226,31230,-1,4416.055,4426.085,-10.029999999999745
31233,31234,31238,-1,4425.795,4438.305,-12.510000000000218
31279,31280,31284,-1,4454.678,4457.535,-2.856999999999971
31312,31313,31317,1,4506.495,4514.528,8.033000000000357
31516,31517,31521,1,4503.785,4509.125,5.3400000000001455
31673,31674,31678,1,4486.855,4503.185,16.330000000000837
31681,31682,31686,1,4484.585,4496.628,12.042999999999665
31738,31739,31743,1,4468.748,4474.575,5.8270000000002256
31765,31766,31770,-1,4460.175,4448.645,11.529999999999745
31853,31854,31858,1,4443.765,4450.265,6.5
31943,31944,31948,-1,4473.948,4464.775,9.173000000000684
32253,32254,32258,1,4520.205,4520.255,0.0500000000001819
32283,32284,32288,1,4533.615,4532.455,-1.1599999999998545
32293,32294,32298,1,4532.255,4528.095,-4.1599999999998545
32452,32453,32457,-1,4531.275,4529.245,2.0299999999997453
32478,32479,32483,-1,4541.625,4541.715,-0.09000000000014552
32485,32486,32490,1,4543.255,4541.045,-2.2100000000000364
32497,32498,32502,-1,4567.365,4573.375,-6.010000000000218
32603,32604,32608,-1,4567.935,4553.525,14.410000000000764
32611,32612,32616,1,4559.685,4543.975,-15.710000000000036
32617,32618,32622,1,4541.345,4535.255,-6.0900000000001455
32623,32624,32628,-1,4535.255,4532.185,3.069999999999709
33110,33111,33115,1,4513.748,4502.308,-11.4399999999996
33116,33117,33121,1,4501.608,4494.215,-7.393000000000029
33218,33219,33223,1,4542.218,4536.395,-5.822999999999411
33264,33265,33269,1,4588.788,4579.895,-8.89299999999912
33290,33291,33295,-1,4601.305,4589.565,11.740000000000691
33485,33486,33490,1,4553.165,4557.755,4.5900000000001455
33504,33505,33509,1,4565.065,4575.345,10.280000000000655
33561,33562,33566,1,4560.198,4564.025,3.826999999999316
33750,33751,33755,-1,4555.365,4554.535,0.8299999999999272
33761,33762,33766,1,4558.425,4556.405,-2.0200000000004366
33812,33813,33817,1,4537.275,4541.035,3.7600000000002183
33843,33844,33848,-1,4548.225,4563.195,-14.969999999999345
33849,33850,33854,-1,4562.885,4575.815,-12.929999999999382
33903,33904,33908,-1,4582.595,4573.765,8.829999999999927
33986,33987,33991,1,4577.918,4583.625,5.707000000000335
34022,34023,34027,1,4605.158,4610.435,5.277000000000044
34174,34175,34179,1,4646.245,4633.645,-12.599999999999454
34362,34363,34367,-1,4683.375,4682.345,1.0299999999997453
34370,34371,34375,1,4682.948,4681.795,-1.1530000000002474
34490,34491,34495,1,4679.418,4678.478,-0.9399999999995998
34497,34498,34502,1,4675.258,4673.358,-1.8999999999996362
34612,34613,34617,-1,4715.425,4698.135,17.289999999999964
34903,34904,34908,-1,4695.968,4691.465,4.502999999999702
34912,34913,34917,-1,4685.445,4684.755,0.6899999999995998
34971,34972,34976,-1,4730.655,4722.355,8.300000000000182
35246,35247,35251,-1,4745.688,4756.615,-10.92699999999968
35281,35282,35286,1,4742.725,4742.715,-0.010000000000218279
35292,35293,35297,-1,4737.905,4729.775,8.13000000000011
35317,35318,35322,1,4746.365,4733.675,-12.6899999999996
35362,35363,35367,1,4736.785,4741.975,5.190000000000509
35402,35403,35407,1,4742.155,4744.645,2.490000000000691
35552,35553,35557,-1,4780.855,4783.125,-2.2700000000004366
35561,35562,35566,1,4783.665,4783.345,-0.31999999999970896
35872,35873,35877,-1,4775.268,4785.318,-10.050000000000182
35885,35886,35890,-1,4791.775,4792.555,-0.7800000000006548
35916,35917,35921,-1,4781.095,4779.425,1.6700000000000728
35931,35932,35936,-1,4780.415,4784.995,-4.579999999999927
35994,35995,35999,1,4742.945,4746.495,3.550000000000182
36001,36002,36006,-1,4757.495,4744.885,12.609999999999673
36017,36018,36022,-1,4688.498,4662.265,26.232999999999265
36077,36078,36082,1,4690.388,4671.228,-19.159999999999854
36261,36262,36266,1,4668.905,4651.535,-17.36999999999989
36272,36273,36277,1,4638.055,4608.515,-29.539999999999964
36278,36279,36283,1,4610.325,4605.895,-4.4299999999993815
36573,36574,36578,-1,4626.865,4627.545,-0.680000000000291
36620,36621,36625,1,4615.925,4616.455,0.5299999999997453
36633,36634,36638,1,4597.865,4599.675,1.8100000000004002
36651,36652,36656,-1,4597.275,4608.215,-10.94000000000051
36659,36660,36664,1,4603.175,4612.335,9.159999999999854
36716,36717,36721,-1,4607.195,4594.738,12.456999999999425
36723,36724,36728,1,4590.475,4588.525,-1.9500000000007276
36763,36764,36768,-1,4635.165,4645.365,-10.199999999999818
36806,36807,36811,-1,4682.865,4680.275,2.5900000000001455
36853,36854,36858,-1,4659.618,4675.735,-16.11699999999928
36863,36864,36868,1,4671.118,4672.098,0.9799999999995634
37120,37121,37125,-1,4670.198,4674.245,-4.046999999999571
37216,37217,37221,-1,4634.678,4639.708,-5.029999999999745
37667,37668,37672,-1,4656.158,4648.375,7.7830000000003565
37720,37721,37725,1,4664.715,4660.845,-3.869999999999891
37780,37781,37785,-1,4678.275,4685.745,-7.470000000000255
37789,37790,37794,1,4685.325,4687.045,1.7200000000002547
37853,37854,37858,1,4698.558,4698.858,0.3000000000001819
38051,38052,38056,-1,4662.525,4665.815,-3.2899999999999636
38081,38082,38086,1,4675.315,4674.825,-0.4899999999997817
38094,38095,38099,1,4668.745,4669.025,0.27999999999974534
38119,38120,38124,-1,4671.798,4670.275,1.5230000000001382
38127,38128,38132,-1,4669.005,4671.725,-2.7200000000002547
38147,38148,38152,1,4678.468,4674.948,-3.519999999999527
38343,38344,38348,1,4653.435,4659.378,5.9429999999993015
38634,38635,38639,-1,4659.668,4660.068,-0.4000000000005457
38707,38708,38712,1,4659.415,4656.555,-2.8599999999996726
38749,38750,38754,1,4642.935,4658.575,15.639999999999418
38755,38756,38760,-1,4660.088,4641.215,18.872999999999593
38761,38762,38766,-1,4638.865,4648.525,-9.659999999999854
38989,38990,38994,-1,4659.618,4657.285,2.3330000000005384
39020,39021,39025,-1,4629.028,4634.345,-5.317000000000007
39122,39123,39127,1,4651.608,4653.205,1.5969999999997526
39194,39195,39199,-1,4684.878,4679.045,5.832999999999629
39255,39256,39260,-1,4691.905,4683.935,7.969999999999345
39298,39299,39303,1,4674.515,4676.398,1.8829999999998108
39433,39434,39438,-1,4666.375,4665.315,1.0600000000004002
39460,39461,39465,-1,4649.168,4653.588,-4.420000000000073
39471,39472,39476,1,4653.298,4655.665,2.367000000000189
39499,39500,39504,-1,4656.625,4645.385,11.239999999999782
39505,39506,39510,-1,4645.738,4637.605,8.13300000000072
39513,39514,39518,-1,4639.338,4646.748,-7.4099999999998545
39519,39520,39524,1,4647.725,4652.135,4.4099999999998545
39571,39572,39576,1,4653.718,4649.098,-4.619999999999891
39786,39787,39791,1,4681.245,4683.595,2.350000000000364
40008,40009,40013,1,4817.778,4810.548,-7.230000000000473
40014,40015,40019,1,4815.698,4815.195,-0.5030000000006112
40393,40394,40398,-1,4810.965,4815.525,-4.559999999999491
40399,40400,40404,-1,4816.395,4821.085,-4.6899999999996
40417,40418,40422,1,4827.755,4836.495,8.739999999999782
40598,40599,40603,-1,4795.225,4796.225,-1.0
40640,40641,40645,1,4800.205,4798.535,-1.6700000000000728
40653,40654,40658,1,4782.215,4785.085,2.869999999999891
40811,40812,40816,1,4775.205,4778.625,3.4200000000000728
40881,40882,40886,-1,4781.705,4781.108,0.5969999999997526
40890,40891,40895,1,4776.488,4784.115,7.626999999999498
40914,40915,40919,-1,4786.528,4782.998,3.530000000000655
41081,41082,41086,-1,4763.298,4759.875,3.4229999999997744
41344,41345,41349,-1,4714.248,4708.658,5.589999999999236
41351,41352,41356,1,4706.075,4709.225,3.1500000000005457
41359,41360,41364,-1,4713.485,4717.435,-3.9500000000007276
41387,41388,41392,1,4717.765,4712.878,-4.887000000000626
41512,41513,41517,1,4709.325,4712.175,2.850000000000364
41786,41787,41791,-1,4719.548,4720.035,-0.48700000000008004
41808,41809,41813,1,4712.725,4721.528,8.802999999999884
41814,41815,41819,1,4721.735,4721.615,-0.11999999999989086
42070,42071,42075,-1,4732.075,4737.305,-5.230000000000473
42100,42101,42105,1,4745.255,4743.645,-1.6099999999996726
42108,42109,42113,-1,4740.798,4740.185,0.6129999999993743
42149,42150,42154,-1,4749.305,4754.345,-5.039999999999964
42158,42159,42163,-1,4755.868,4756.065,-0.19699999999920692
42200,42201,42205,1,4739.805,4743.438,3.632999999999811
42207,42208,42212,-1,4739.678,4742.325,-2.6469999999999345
42230,42231,42235,-1,4740.455,4746.155,-5.699999999999818
42255,42256,42260,-1,4753.608,4755.048,-1.4399999999995998
42277,42278,42282,-1,4770.785,4764.158,6.626999999999498
42533,42534,42538,1,4785.365,4785.555,0.19000000000050932
42539,42540,42544,-1,4785.878,4782.715,3.162999999999556
42592,42593,42597,1,4775.085,4779.845,4.760000000000218
42770,42771,42775,-1,4758.948,4759.118,-0.17000000000007276
42896,42897,42901,-1,4761.415,4760.715,0.6999999999998181
43036,43037,43041,-1,4755.208,4758.975,-3.767000000000735
43160,43161,43165,1,4761.445,4766.645,5.200000000000728
43190,43191,43195,-1,4761.505,4760.205,1.300000000000182
43197,43198,43202,1,4761.675,4758.285,-3.3900000000003274
43357,43358,43362,1,4736.345,4733.805,-2.5399999999999636
43390,43391,43395,-1,4753.915,4752.445,1.4700000000002547
43580,43581,43585,1,4774.655,4775.775,1.1199999999998909
43644,43645,43649,1,4768.265,4774.465,6.199999999999818
43669,43670,43674,1,4773.065,4776.835,3.7700000000004366
43729,43730,43734,-1,4774.395,4771.395,3.0
44019,44020,44024,-1,4760.445,4759.315,1.1300000000001091
44028,44029,44033,1,4759.655,4752.518,-7.136999999999716
44055,44056,44060,1,4744.098,4748.598,4.5
44073,44074,44078,-1,4750.645,4750.085,0.5600000000004002
44080,44081,44085,1,4750.048,4748.818,-1.2299999999995634
44087,44088,44092,1,4748.598,4675.185,-73.41299999999956
44111,44112,44116,1,4665.945,4648.998,-16.947000000000116
44119,44120,44124,-1,4648.885,4653.158,-4.273000000000138
44133,44134,44138,1,4657.255,4658.498,1.2429999999994834
44284,44285,44289,1,4714.825,4719.215,4.390000000000327
44504,44505,44509,1,4722.255,4722.025,-0.23000000000047294
