config,boost_when_same_direction_cross_tf,confirmed_trades,N,N_per_day,WR,PF,RF,net_profit,return_pct,daily_return_pct,max_dd_pct,max_dd_usd,final_balance
MTF_BOOST_1,1.0,8,301,14.333333333333334,51.82724252491694,1.4389130992053376,3.379519974735789,214.0250000000019,21.40250000000019,1.0191666666666759,5.7850145013583765,63.32999999999538,1214.025000000002
MTF_BOOST_1.25,1.25,8,301,14.333333333333334,51.82724252491694,1.4443772579364111,3.430572038927395,216.79500000000166,21.679500000000164,1.0323571428571507,5.758821170809555,63.194999999995616,1216.7950000000017
MTF_BOOST_1.5,1.5,8,301,14.333333333333334,51.82724252491694,1.4498360991600125,3.481842689502313,219.56500000000142,21.956500000000144,1.0455476190476258,5.732753330696591,63.05999999999585,1219.5650000000014
MTF_BOOST_2,2.0,8,301,14.333333333333334,51.82724252491694,1.4607378601033647,3.58504538939344,225.10500000000093,22.510500000000093,1.0719285714285758,5.680990531682125,62.789999999996326,1225.105000000001
MTF_CONFIRMED_ONLY,1.0,8,8,0.38095238095238093,75.0,12.663157894726876,11.663157894726876,11.079999999999018,1.1079999999999017,0.05276190476190008,0.09400914362625207,0.9500000000007276,1011.079999999999
MTF_UNCONFIRMED_ONLY,1.0,0,293,13.952380952380953,51.19453924914675,1.417003133507996,3.1774698606547767,202.9450000000029,20.29450000000029,0.9664047619047758,5.891061027407181,63.869999999994434,1202.945000000003
