config,liquidity_required,exit_mode,N,N_per_day,WR,PF,RF,net_profit,return_pct,daily_return_pct,max_dd_pct,max_dd_usd,final_balance
BIDASK_FIXED5,False,FIXED5,301,14.333333333333334,44.518272425249165,1.031649083842308,0.15227070347283142,18.809999999999036,1.8809999999999036,0.08957142857142399,12.353000000000112,123.53000000000111,1018.809999999999
LIQ_BOOST_FIXED5,True,FIXED5,7,0.3333333333333333,28.57142857142857,0.14237668161436115,-0.9183673469387778,-22.950000000000273,-2.295000000000027,-0.10928571428571557,2.4990000000000236,24.990000000000236,977.0499999999997
BIDASK_TESTBOT_EXIT,False,TESTBOT,301,14.333333333333334,14.950166112956811,0.14775838749052111,-1.0,-258.3399999999938,-25.833999999999378,-1.2301904761904465,25.833999999999378,258.3399999999938,741.6600000000062
BIDASK_FAST_EXIT,False,FAST,301,14.333333333333334,36.544850498338874,0.7906566005006861,-0.5819606553783638,-106.2019999999975,-10.62019999999975,-0.5057238095237976,18.248999999999977,182.48999999999978,893.7980000000025
LIQ_TESTBOT,True,TESTBOT,7,0.3333333333333333,42.857142857142854,0.5032786885245499,-0.7180094786730672,-3.0300000000002,-0.30300000000002003,-0.014428571428572382,0.42199999999998006,4.2199999999998,996.9699999999998
LIQ_FAST,True,FAST,7,0.3333333333333333,14.285714285714285,0.03217436429682882,-1.0,-18.65000000000009,-1.865000000000009,-0.08880952380952424,1.865000000000009,18.65000000000009,981.3499999999999
