tf,edge,direction,entry_time,atr,liq,minute,agree,boost,entry,exit,pnl
M5,ABSORPTION,-1,2026-07-28 14:35:00+00:00,6.526785714285746,False,2026-07-28 14:35:00+00:00,1,1.0,4020.195,4020.535,-0.33999999999969077
M5,ABSORPTION,-1,2026-07-28 14:40:00+00:00,6.2771428571428975,False,2026-07-28 14:40:00+00:00,1,1.0,4019.905,4023.185,-3.2799999999997453
M1,IMBALANCE,1,2026-07-28 15:21:00+00:00,3.6889285714286024,False,2026-07-28 15:21:00+00:00,1,1.0,4039.825,4036.935,-2.8899999999998727
M5,ABSORPTION,-1,2026-07-28 15:25:00+00:00,5.820000000000034,True,2026-07-28 15:25:00+00:00,1,1.0,4035.615,4035.945,-0.330000000000382
M1,IMBALANCE,-1,2026-07-28 23:04:00+00:00,1.0739285714285611,False,2026-07-28 23:04:00+00:00,1,1.0,4016.495,4019.995,-3.5
M1,IMBALANCE,-1,2026-07-29 01:05:00+00:00,2.351071428571361,False,2026-07-29 01:05:00+00:00,1,1.0,4011.545,4015.755,-4.210000000000036
M1,IMBALANCE,1,2026-07-29 05:34:00+00:00,1.4785714285713831,False,2026-07-29 05:34:00+00:00,1,1.0,4032.595,4030.895,-1.699999999999818
M1,IMBALANCE,1,2026-07-29 05:42:00+00:00,1.7689285714284975,False,2026-07-29 05:42:00+00:00,1,1.0,4034.015,4035.395,1.3800000000001091
M1,IMBALANCE,-1,2026-07-29 12:17:00+00:00,1.5439285714285234,False,2026-07-29 12:17:00+00:00,1,1.0,4022.095,4017.825,4.269999999999982
M1,IMBALANCE,-1,2026-07-29 12:20:00+00:00,2.1778571428570297,False,2026-07-29 12:20:00+00:00,1,1.0,4018.675,4016.305,2.3700000000003456
M1,IMBALANCE,-1,2026-07-29 14:01:00+00:00,3.4664285714285534,False,2026-07-29 14:01:00+00:00,1,1.0,4002.975,4005.155,-2.180000000000291
M1,IMBALANCE,1,2026-07-29 16:56:00+00:00,1.9153571428572118,False,2026-07-29 16:56:00+00:00,1,1.0,4029.535,4030.105,0.5700000000001637
M1,IMBALANCE,1,2026-07-29 16:57:00+00:00,2.0775000000001,False,2026-07-29 16:57:00+00:00,1,1.0,4032.025,4031.645,-0.38000000000010914
M1,IMBALANCE,1,2026-07-29 17:01:00+00:00,2.5325000000000273,False,2026-07-29 17:01:00+00:00,1,1.0,4030.655,4036.425,5.769999999999982
M1,IMBALANCE,1,2026-07-29 17:05:00+00:00,3.054285714285665,False,2026-07-29 17:05:00+00:00,1,1.0,4037.305,4038.445,1.1400000000003274
M1,IMBALANCE,1,2026-07-29 18:01:00+00:00,4.5139285714285835,False,2026-07-29 18:01:00+00:00,1,1.0,4077.465,4075.675,-1.7899999999999636
M5,ABSORPTION,1,2026-07-29 18:55:00+00:00,14.301428571428621,False,2026-07-29 18:55:00+00:00,1,1.0,4105.255,4106.985,1.7299999999995634
M1,IMBALANCE,-1,2026-07-30 05:19:00+00:00,1.9850000000000623,False,2026-07-30 05:19:00+00:00,1,1.0,4038.995,4044.285,-5.289999999999964
M1,IMBALANCE,-1,2026-07-30 05:33:00+00:00,2.364642857142891,False,2026-07-30 05:33:00+00:00,1,1.0,4046.975,4034.305,12.670000000000073
M1,IMBALANCE,-1,2026-07-30 05:36:00+00:00,2.570357142857152,False,2026-07-30 05:36:00+00:00,1,1.0,4043.175,4035.975,7.200000000000273
M1,IMBALANCE,-1,2026-07-30 05:37:00+00:00,2.6864285714285807,False,2026-07-30 05:37:00+00:00,1,1.0,4040.325,4035.645,4.679999999999836
M1,IMBALANCE,-1,2026-07-30 05:38:00+00:00,3.026428571428596,False,2026-07-30 05:38:00+00:00,1,1.0,4033.555,4037.425,-3.8700000000003456
M1,IMBALANCE,1,2026-07-30 13:37:00+00:00,3.8139285714286024,False,2026-07-30 13:37:00+00:00,1,1.0,4084.495,4091.085,6.5900000000001455
M1,IMBALANCE,1,2026-07-30 13:38:00+00:00,4.3160714285714095,False,2026-07-30 13:38:00+00:00,1,1.0,4094.355,4093.035,-1.3200000000001637
M1,IMBALANCE,1,2026-07-30 20:02:00+00:00,1.6450000000001768,False,2026-07-30 20:02:00+00:00,1,1.0,4115.505,4114.775,-0.7300000000004729
M1,IMBALANCE,-1,2026-07-31 00:06:00+00:00,1.7046428571427765,False,2026-07-31 00:06:00+00:00,1,1.0,4103.115,4104.115,-1.0
M1,IMBALANCE,-1,2026-07-31 00:29:00+00:00,1.662500000000039,False,2026-07-31 00:29:00+00:00,1,1.0,4096.225,4094.415,1.8100000000004002
M1,IMBALANCE,-1,2026-07-31 00:32:00+00:00,1.7360714285715468,False,2026-07-31 00:32:00+00:00,1,1.0,4094.945,4092.865,2.080000000000382
M1,IMBALANCE,-1,2026-07-31 01:15:00+00:00,2.9799999999999858,False,2026-07-31 01:15:00+00:00,1,1.0,4088.695,4094.445,-5.75
M1,IMBALANCE,-1,2026-07-31 05:41:00+00:00,1.6082142857143416,False,2026-07-31 05:41:00+00:00,1,1.0,4077.565,4075.935,1.6300000000001091
M5,ABSORPTION,-1,2026-07-31 09:00:00+00:00,4.485285714285673,False,2026-07-31 09:00:00+00:00,1,1.0,4060.835,4060.875,-0.03999999999996362
M1,IMBALANCE,-1,2026-07-31 09:05:00+00:00,2.207142857142896,False,2026-07-31 09:05:00+00:00,2,2.0,4060.435,4058.065,4.739999999999782
M5,ABSORPTION,-1,2026-07-31 09:05:00+00:00,4.5256428571427865,False,2026-07-31 09:05:00+00:00,2,2.0,4060.435,4058.065,4.739999999999782
M1,IMBALANCE,-1,2026-07-31 12:32:00+00:00,2.279285714285639,False,2026-07-31 12:32:00+00:00,1,1.0,4048.295,4048.465,-0.17000000000007276
M5,ABSORPTION,-1,2026-07-31 12:35:00+00:00,4.115714285714213,False,2026-07-31 12:35:00+00:00,1,1.0,4048.165,4045.035,3.130000000000109
M1,IMBALANCE,-1,2026-07-31 13:06:00+00:00,2.5874999999999284,False,2026-07-31 13:06:00+00:00,1,1.0,4036.575,4038.185,-1.6100000000001273
M1,IMBALANCE,-1,2026-07-31 13:31:00+00:00,2.7635714285714976,False,2026-07-31 13:31:00+00:00,1,1.0,4039.635,4033.385,6.25
M1,IMBALANCE,-1,2026-07-31 13:40:00+00:00,3.4725000000001143,False,2026-07-31 13:40:00+00:00,1,1.0,4027.385,4025.345,2.0400000000004184
M5,ABSORPTION,-1,2026-07-31 13:50:00+00:00,5.976785714285695,False,2026-07-31 13:50:00+00:00,1,1.0,4023.175,4029.265,-6.089999999999691
M5,ABSORPTION,-1,2026-07-31 14:25:00+00:00,7.186071428571365,False,2026-07-31 14:25:00+00:00,1,1.0,4035.125,4039.325,-4.199999999999818
M1,IMBALANCE,-1,2026-08-03 05:35:00+00:00,1.698928571428626,False,2026-08-03 05:35:00+00:00,1,1.0,4056.155,4057.875,-1.7199999999998
M1,IMBALANCE,-1,2026-08-03 07:18:00+00:00,1.986428571428535,False,2026-08-03 07:18:00+00:00,1,1.0,4054.695,4055.495,-0.7999999999997272
M1,IMBALANCE,-1,2026-08-03 09:22:00+00:00,1.3735714285712999,False,2026-08-03 09:22:00+00:00,1,1.0,4054.785,4053.635,1.1499999999996362
M1,IMBALANCE,-1,2026-08-03 09:31:00+00:00,1.8571428571428246,False,2026-08-03 09:31:00+00:00,1,1.0,4049.715,4049.885,-0.17000000000007276
M1,IMBALANCE,-1,2026-08-03 12:41:00+00:00,2.1553571428571234,False,2026-08-03 12:41:00+00:00,1,1.0,4043.715,4046.605,-2.8899999999998727
M1,IMBALANCE,-1,2026-08-03 13:02:00+00:00,1.9714285714285975,False,2026-08-03 13:02:00+00:00,1,1.0,4045.505,4043.725,1.7800000000002
M1,IMBALANCE,-1,2026-08-03 13:03:00+00:00,2.272142857142821,False,2026-08-03 13:03:00+00:00,1,1.0,4041.645,4044.175,-2.5300000000002
