entry_time,tf,edge,direction,pnl,minute
2026-07-30 13:45:00+00:00,M1,IMBALANCE,-1,-6.085000000000036,2026-07-30 13:45:00+00:00
2026-07-30 13:45:00+00:00,M5,ABSORPTION,-1,-10.325000000000273,2026-07-30 13:45:00+00:00
