datetime,open,high,low,close,volume
2026-03-30 11:00:00,4532.115,4580.465,4525.255,4559.375,2.07334
2026-03-30 12:00:00,4559.355,4577.695,4545.015,4569.185,1.86458
2026-03-30 13:00:00,4569.345,4578.455,4516.515,4523.165,2.9678
2026-03-30 14:00:00,4522.975,4541.365,4511.748,4538.385,3.38005
2026-03-30 15:00:00,4538.565,4556.565,4524.445,4548.135,2.5957
2026-03-30 16:00:00,4547.915,4549.405,4531.865,4539.795,2.15241
2026-03-30 17:00:00,4539.695,4542.125,4511.015,4514.815,2.41473
2026-03-30 18:00:00,4514.795,4522.865,4498.215,4498.845,1.87584
2026-03-30 19:00:00,4498.865,4518.205,4492.885,4513.095,2.39354
2026-03-30 20:00:00,4513.085,4516.245,4500.885,4510.885,0.6947
2026-03-30 22:00:00,4510.638,4523.445,4501.905,4510.148,0.77381
2026-03-30 23:00:00,4510.148,4521.485,4492.445,4513.325,1.93517
2026-03-31 00:00:00,4513.375,4547.875,4482.115,4547.525,2.74139
2026-03-31 01:00:00,4547.025,4619.195,4531.885,4604.805,3.26396
2026-03-31 02:00:00,4604.825,4607.055,4565.185,4567.825,1.9797
2026-03-31 03:00:00,4567.495,4576.675,4549.838,4556.935,1.51068
2026-03-31 04:00:00,4556.915,4569.235,4556.705,4564.615,1.1954
2026-03-31 05:00:00,4564.595,4581.515,4547.435,4568.465,1.66032
2026-03-31 06:00:00,4568.485,4568.645,4552.865,4556.855,2.07882
2026-03-31 07:00:00,4557.005,4565.605,4543.065,4564.205,1.83049
2026-03-31 08:00:00,4564.028,4574.868,4560.105,4568.188,1.63122
2026-03-31 09:00:00,4568.188,4572.115,4549.995,4555.275,1.64736
2026-03-31 10:00:00,4555.255,4561.635,4529.115,4546.735,1.31719
2026-03-31 11:00:00,4546.885,4592.955,4540.865,4582.115,2.54462
2026-03-31 12:00:00,4582.155,4597.295,4568.818,4574.475,2.42485
2026-03-31 13:00:00,4574.475,4609.415,4567.555,4606.705,3.01958
2026-03-31 14:00:00,4606.295,4630.098,4594.665,4598.835,3.87506
2026-03-31 15:00:00,4598.855,4625.325,4598.405,4609.165,3.05951
2026-03-31 16:00:00,4609.065,4651.115,4606.795,4638.045,3.04092
2026-03-31 17:00:00,4638.005,4667.145,4635.965,4654.205,3.31788
2026-03-31 18:00:00,4654.125,4670.715,4653.215,4667.185,2.43781
2026-03-31 19:00:00,4667.075,4685.325,4661.575,4682.465,2.55254
2026-03-31 20:00:00,4682.685,4686.935,4664.445,4668.115,0.9477
2026-03-31 22:00:00,4669.735,4696.185,4661.625,4680.148,1.48857
2026-03-31 23:00:00,4680.578,4699.825,4671.615,4696.065,1.47336
2026-04-01 00:00:00,4695.965,4722.385,4693.195,4710.475,2.06087
2026-04-01 01:00:00,4710.495,4724.005,4680.915,4692.525,2.40851
2026-04-01 02:00:00,4693.005,4700.275,4677.648,4684.405,1.67191
2026-04-01 03:00:00,4684.315,4694.095,4679.265,4681.558,1.04171
2026-04-01 04:00:00,4681.578,4681.715,4666.605,4676.155,0.99199
2026-04-01 05:00:00,4676.195,4703.195,4674.535,4684.155,1.55753
2026-04-01 06:00:00,4684.135,4732.785,4682.335,4730.115,2.30749
2026-04-01 07:00:00,4730.655,4747.565,4709.385,4712.715,2.15494
2026-04-01 08:00:00,4712.725,4740.185,4709.995,4728.315,1.80042
2026-04-01 09:00:00,4728.345,4730.005,4712.775,4722.935,1.26759
2026-04-01 10:00:00,4722.925,4738.395,4715.115,4730.985,1.14718
2026-04-01 11:00:00,4730.935,4762.555,4728.085,4752.135,1.48627
2026-04-01 12:00:00,4752.165,4753.475,4724.155,4724.635,2.23931
2026-04-01 13:00:00,4724.535,4749.375,4716.005,4737.565,2.86058
2026-04-01 14:00:00,4737.058,4768.605,4723.895,4760.495,3.2123
2026-04-01 15:00:00,4760.525,4787.936,4758.285,4786.298,2.49231
2026-04-01 16:00:00,4786.225,4790.405,4773.925,4786.955,3.45903
2026-04-01 17:00:00,4786.855,4793.135,4773.395,4774.018,2.12264
2026-04-01 18:00:00,4774.025,4774.915,4741.805,4752.935,2.95645
2026-04-01 19:00:00,4752.985,4777.935,4751.065,4765.735,2.21399
2026-04-01 20:00:00,4765.715,4770.835,4754.015,4757.565,0.80408
2026-04-01 22:00:00,4757.505,4782.555,4747.875,4775.878,0.99962
2026-04-01 23:00:00,4776.118,4800.185,4772.875,4783.698,1.704
2026-04-02 00:00:00,4783.655,4798.525,4774.755,4784.375,2.12972
2026-04-02 01:00:00,4784.375,4786.395,4648.335,4696.185,4.59103
2026-04-02 02:00:00,4696.108,4703.655,4654.838,4686.785,4.35362
2026-04-02 03:00:00,4686.765,4699.275,4675.695,4676.185,1.52541
2026-04-02 04:00:00,4676.405,4681.445,4656.835,4672.445,1.23818
2026-04-02 05:00:00,4672.555,4680.325,4585.405,4593.815,2.39784
2026-04-02 06:00:00,4594.045,4608.465,4553.158,4599.065,3.05307
2026-04-02 07:00:00,4598.485,4650.985,4596.915,4642.485,1.84544
2026-04-02 08:00:00,4642.455,4648.555,4616.568,4620.645,1.80904
2026-04-02 09:00:00,4620.625,4631.765,4612.745,4621.505,1.4002
2026-04-02 10:00:00,4621.745,4634.915,4603.485,4620.265,1.54254
2026-04-02 11:00:00,4620.295,4630.475,4592.445,4599.875,1.79646
2026-04-02 12:00:00,4599.875,4630.035,4594.315,4601.598,2.35133
2026-04-02 13:00:00,4601.695,4651.135,4580.625,4645.595,4.11516
2026-04-02 14:00:00,4646.035,4699.635,4631.131,4681.098,4.74216
2026-04-02 15:00:00,4681.045,4683.498,4652.208,4660.745,5.43869
2026-04-02 16:00:00,4660.715,4670.248,4642.618,4658.685,3.67891
2026-04-02 17:00:00,4658.715,4667.995,4645.535,4648.495,3.20911
2026-04-02 18:00:00,4648.825,4671.698,4647.215,4668.138,2.37456
2026-04-02 19:00:00,4668.138,4681.535,4661.175,4671.695,2.76433
2026-04-02 20:00:00,4671.745,4677.605,4664.025,4675.805,0.96441
2026-04-05 22:00:00,4651.645,4664.715,4606.885,4644.778,2.81994
2026-04-05 23:00:00,4644.485,4650.258,4604.378,4610.078,1.99286
2026-04-06 00:00:00,4610.078,4628.905,4600.385,4622.105,1.99239
2026-04-06 01:00:00,4622.175,4642.725,4619.995,4625.495,2.46452
2026-04-06 02:00:00,4625.545,4671.435,4623.505,4647.685,1.79902
2026-04-06 03:00:00,4647.625,4647.865,4625.115,4640.215,1.26126
2026-04-06 04:00:00,4640.195,4659.755,4639.635,4658.785,0.70114
2026-04-06 05:00:00,4658.805,4678.445,4650.998,4652.258,0.95341
2026-04-06 06:00:00,4652.258,4667.465,4642.995,4665.765,1.35204
2026-04-06 07:00:00,4665.745,4688.055,4644.735,4684.485,1.39596
2026-04-06 08:00:00,4684.445,4697.975,4680.668,4695.555,1.28005
2026-04-06 09:00:00,4695.885,4706.255,4690.585,4693.345,1.29501
2026-04-06 10:00:00,4693.375,4697.335,4684.048,4689.425,1.10695
2026-04-06 11:00:00,4689.955,4696.518,4676.755,4677.655,1.07781
2026-04-06 12:00:00,4677.615,4686.425,4659.485,4675.515,1.54903
2026-04-06 13:00:00,4675.505,4681.248,4659.455,4679.488,3.87702
2026-04-06 14:00:00,4679.865,4697.575,4659.658,4682.418,5.05319
2026-04-06 15:00:00,4682.418,4683.578,4651.548,4667.678,2.95955
2026-04-06 16:00:00,4667.698,4672.208,4657.815,4660.235,2.04087
2026-04-06 17:00:00,4660.295,4660.985,4645.318,4653.405,2.63571
2026-04-06 18:00:00,4653.495,4666.365,4648.665,4658.135,2.23984
2026-04-06 19:00:00,4658.115,4659.135,4645.255,4655.098,1.47236
2026-04-06 20:00:00,4655.098,4658.125,4646.848,4648.605,0.54819
2026-04-06 22:00:00,4648.898,4667.615,4648.858,4657.838,0.71718
2026-04-06 23:00:00,4657.888,4660.648,4651.225,4658.555,0.64695
2026-04-07 00:00:00,4659.155,4661.32,4648.845,4654.775,1.18657
2026-04-07 01:00:00,4654.715,4664.265,4616.025,4626.695,2.9616
2026-04-07 02:00:00,4626.725,4653.618,4619.625,4650.155,1.80037
2026-04-07 03:00:00,4650.065,4653.785,4639.395,4649.268,1.69585
2026-04-07 04:00:00,4649.228,4663.818,4645.185,4659.248,1.86699
2026-04-07 05:00:00,4659.788,4660.948,4622.745,4642.625,1.90659
2026-04-07 06:00:00,4642.625,4656.125,4637.725,4652.945,2.35142
2026-04-07 07:00:00,4652.975,4656.615,4636.465,4645.795,2.2795
2026-04-07 08:00:00,4645.765,4690.418,4643.785,4682.555,2.98762
2026-04-07 09:00:00,4682.525,4693.955,4658.438,4670.438,2.5803
2026-04-07 10:00:00,4670.438,4680.148,4649.095,4651.765,3.37184
2026-04-07 11:00:00,4651.785,4663.765,4628.595,4659.265,2.20372
2026-04-07 12:00:00,4659.535,4670.765,4646.398,4651.238,2.62876
2026-04-07 13:00:00,4651.258,4663.205,4635.305,4643.655,3.88635
2026-04-07 14:00:00,4643.635,4661.248,4607.335,4632.935,5.03132
2026-04-07 15:00:00,4632.735,4659.065,4624.735,4655.098,3.81557
2026-04-07 16:00:00,4655.098,4668.108,4652.158,4656.718,3.16956
2026-04-07 17:00:00,4656.725,4686.415,4653.535,4675.415,3.353
2026-04-07 18:00:00,4675.385,4685.988,4657.075,4661.798,4.1098
2026-04-07 19:00:00,4661.855,4718.465,4660.225,4700.415,3.93603
2026-04-07 20:00:00,4700.475,4716.558,4696.748,4704.785,1.79027
2026-04-07 22:00:00,4718.018,4819.058,4712.645,4817.738,2.95843
2026-04-07 23:00:00,4817.778,4836.105,4800.498,4832.958,3.45037
2026-04-08 00:00:00,4832.958,4856.998,4808.615,4817.335,2.75873
2026-04-08 01:00:00,4817.375,4824.958,4787.965,4809.905,2.56843
2026-04-08 02:00:00,4809.808,4825.165,4798.455,4803.695,1.63605
2026-04-08 03:00:00,4803.675,4805.625,4794.725,4797.215,1.12336
2026-04-08 04:00:00,4797.295,4806.475,4789.985,4803.345,0.86826
